               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  55,            0.068403,            0.017237,           0.0030539,           0.0022457,            0.041667,           0.0014645,          0.00065507,            0.056352,            0.011907,             0.10419,           0.0029496,           0.0029496,             0.04145
                  56,            0.066204,            0.017757,           0.0045524,            0.094814,            0.041667,            0.012837,           0.0020051,            0.054874,            0.012153,              0.1023,           0.0029151,           0.0029151,            0.040315
                  57,            0.064905,            0.022481,           0.0024651,           0.0090963,            0.041667,           0.0027139,           0.0012084,            0.051638,            0.012373,             0.10334,           0.0028782,           0.0028782,            0.039178
                  58,            0.064152,            0.022632,           0.0028795,           0.0038104,            0.041667,           0.0020819,          0.00093517,            0.051669,            0.012369,             0.10523,           0.0028388,           0.0028388,            0.038039
                  59,            0.062803,             0.01935,           0.0029793,           0.0060795,            0.041667,           0.0025347,          0.00081075,            0.051907,            0.012172,             0.10517,           0.0027972,           0.0027972,            0.036897
                  60,            0.062426,            0.023314,           0.0024794,           0.0020869,            0.041667,            0.001615,           0.0007313,            0.054263,            0.011992,             0.10734,           0.0027533,           0.0027533,            0.035753
                  61,            0.061877,            0.016205,           0.0029184,           0.0015416,               0.375,            0.001537,          0.00062385,            0.053642,            0.011881,             0.10649,           0.0027074,           0.0027074,            0.034607
                  62,            0.062875,            0.020524,           0.0025432,           0.0020912,             0.41667,             0.00209,          0.00093546,            0.051331,            0.012009,             0.10655,           0.0026597,           0.0026597,             0.03346
                  63,            0.058868,            0.021296,           0.0023763,           0.0019757,             0.33333,           0.0019872,          0.00072608,            0.050646,            0.011965,             0.10936,           0.0026101,           0.0026101,             0.03231
                  64,            0.062738,             0.01992,           0.0023249,           0.0019486,             0.41667,           0.0021655,           0.0008915,            0.048104,            0.012111,             0.11087,            0.002559,            0.002559,            0.031159
                  65,            0.059979,            0.018134,           0.0027123,           0.0024731,               0.375,           0.0025307,          0.00069634,            0.050109,            0.011806,             0.11176,           0.0025064,           0.0025064,            0.030006
                  66,            0.061752,            0.017135,           0.0024332,           0.0026809,               0.375,           0.0027229,            0.001081,             0.04939,            0.011716,             0.11316,           0.0024524,           0.0024524,            0.028852
                  67,            0.058494,            0.018852,           0.0023954,           0.0026096,             0.16667,           0.0024872,           0.0010539,            0.047826,            0.011782,             0.11279,           0.0023974,           0.0023974,            0.027697
                  68,            0.061852,            0.019197,           0.0019388,           0.0024238,                0.25,           0.0025339,          0.00087032,            0.054023,            0.011036,             0.11368,           0.0023413,           0.0023413,            0.026541
                  69,            0.067999,            0.019485,           0.0029137,           0.0024238,                0.25,           0.0025339,          0.00087032,            0.054023,            0.011036,             0.11368,           0.0022844,           0.0022844,            0.025384
                  70,            0.070457,            0.019578,           0.0021851,           0.0017723,             0.33333,           0.0019478,          0.00076938,            0.058982,            0.010493,             0.11354,           0.0022269,           0.0022269,            0.024227
                  71,            0.066445,            0.021528,           0.0023782,            0.002317,             0.41667,           0.0023652,           0.0007113,            0.055429,            0.010777,             0.11415,           0.0021689,           0.0021689,            0.023069
                  72,            0.060481,            0.018363,           0.0018079,             0.00212,             0.41667,           0.0022677,           0.0011121,            0.049335,            0.011332,             0.11463,           0.0021105,           0.0021105,            0.021911
                  73,            0.057483,            0.019747,           0.0023328,           0.0023731,             0.41667,           0.0025331,          0.00065892,            0.048244,            0.011444,             0.11522,           0.0020521,           0.0020521,            0.020752
                  74,            0.060382,             0.01909,           0.0025902,           0.0020973,             0.41667,           0.0022948,           0.0010604,            0.048322,            0.011289,             0.11633,           0.0019937,           0.0019937,            0.019594
                  75,            0.061268,            0.020053,           0.0025557,           0.0020973,             0.41667,           0.0022948,           0.0010604,            0.048322,            0.011289,             0.11633,           0.0019355,           0.0019355,            0.018436
                  76,            0.053934,            0.017895,           0.0017787,           0.0017618,             0.41667,           0.0020022,          0.00086607,            0.050806,             0.01096,              0.1164,           0.0018778,           0.0018778,            0.017278
                  77,             0.05705,            0.022309,           0.0015842,            0.002173,             0.41667,           0.0023611,           0.0010214,             0.04574,            0.011415,             0.11614,           0.0018207,           0.0018207,            0.016121
                  78,             0.06091,            0.019408,           0.0023331,            0.001886,               0.375,           0.0018319,          0.00071963,            0.046809,             0.01125,             0.11778,           0.0017644,           0.0017644,            0.014964
                  79,             0.05708,            0.019336,           0.0013196,           0.0017005,             0.45833,           0.0017822,          0.00057621,            0.050204,            0.010879,             0.11627,            0.001709,            0.001709,            0.013809
                  80,             0.05579,            0.020067,           0.0018422,           0.0017005,             0.45833,           0.0017822,          0.00057621,            0.050204,            0.010879,             0.11627,           0.0016549,           0.0016549,            0.012655
                  81,            0.061439,            0.020753,           0.0019592,           0.0014867,             0.29167,           0.0015698,          0.00049735,            0.051969,            0.010641,             0.11607,           0.0016021,           0.0016021,            0.011502
                  82,            0.057586,            0.020566,           0.0018466,           0.0017175,             0.45833,           0.0019521,          0.00099315,            0.049594,            0.010858,             0.11688,           0.0015509,           0.0015509,            0.010351
                  83,            0.055828,            0.021378,           0.0021606,           0.0015204,             0.45833,           0.0016806,          0.00063566,            0.047759,            0.010913,             0.11792,           0.0015014,           0.0015014,           0.0092014
                  84,            0.062364,            0.019218,           0.0029146,           0.0015204,             0.45833,           0.0016806,          0.00063566,            0.047759,            0.010913,             0.11792,           0.0014539,           0.0014539,           0.0080539
                  85,            0.055393,            0.018263,           0.0026594,           0.0017252,             0.45833,           0.0018069,           0.0005869,             0.04541,            0.011092,             0.11793,           0.0014085,           0.0014085,           0.0069085
                  86,            0.058393,            0.017562,           0.0016999,           0.0021289,             0.45833,           0.0022588,          0.00095781,            0.041484,            0.011361,             0.11793,           0.0013654,           0.0013654,           0.0057654
                  87,            0.052486,            0.020458,           0.0024729,           0.0021289,             0.45833,           0.0022588,          0.00095781,            0.041484,            0.011361,             0.11793,           0.0013249,           0.0013249,           0.0046249
                  88,            0.051589,            0.020248,           0.0014979,           0.0023131,                 0.5,           0.0023747,           0.0010173,             0.04229,            0.011247,             0.11832,           0.0012871,           0.0012871,           0.0034871
                  89,            0.054964,            0.017622,           0.0015397,            0.002443,                 0.5,           0.0025126,           0.0010664,            0.040048,             0.01133,              0.1185,           0.0012521,           0.0012521,           0.0023521
                  90,            0.052961,            0.017366,           0.0013434,            0.002443,                 0.5,           0.0025126,           0.0010664,            0.040048,             0.01133,              0.1185,           0.0012202,           0.0012202,           0.0012202
                  91,            0.052181,            0.021263,            0.002424,           0.0020794,             0.45833,           0.0022976,           0.0011416,              0.0403,            0.011295,             0.11889,           0.0012202,           0.0012202,           0.0012202
                  92,            0.050858,            0.021808,           0.0017416,           0.0022608,             0.41667,           0.0023936,           0.0010054,            0.041163,            0.011112,             0.11955,           0.0011787,           0.0011787,           0.0011787
                  93,            0.051446,            0.018282,           0.0016637,           0.0027478,                 0.5,           0.0028938,           0.0010897,            0.044336,             0.01072,             0.12014,           0.0011414,           0.0011414,           0.0011414
                  94,            0.050392,            0.020374,           0.0019105,           0.0027478,                 0.5,           0.0028938,           0.0010897,            0.044336,             0.01072,             0.12014,           0.0011084,           0.0011084,           0.0011084
                  95,            0.055216,            0.019433,           0.0018961,           0.0026411,                 0.5,           0.0027223,           0.0011879,            0.044498,              0.0107,             0.11985,           0.0010797,           0.0010797,           0.0010797
                  96,            0.048622,            0.018797,           0.0013141,           0.0027806,                 0.5,           0.0028646,           0.0010768,            0.042625,            0.010849,             0.12057,           0.0010554,           0.0010554,           0.0010554
                  97,            0.049167,            0.020331,           0.0013957,           0.0027806,                 0.5,           0.0028646,           0.0010768,            0.042625,            0.010849,             0.12057,           0.0010355,           0.0010355,           0.0010355
                  98,            0.051184,            0.018006,             0.00141,           0.0025783,             0.45833,            0.002923,           0.0010991,            0.043155,            0.010772,             0.12158,             0.00102,             0.00102,             0.00102
                  99,            0.051814,            0.021041,           0.0015371,           0.0030178,                 0.5,           0.0032201,           0.0017551,            0.040925,            0.010739,             0.12217,           0.0010089,           0.0010089,           0.0010089
